Text,Emotion
He looked offended but I guessed his idea of discretion was swapping his length of lead pipe for a rubber truncheon . ,anger
Hate the fact that people are using  as an excuse to get faded every weekend.... at it's finest,sadness
Cool. Laptop charger is no longer charging. I'm about to kill a motherfucker. Hope I can finish all I need to finish tonight! ,anger
When my boyfriend and I made up.,joy
"@ViiicckkyyL Nooooooope. I didnt. I would have, but i had club comp, and practice, on the Friday. ",sadness
She felt slightly ashamed that it gave her such satisfaction . ,shame
I ’ m itching for moving ! ,anger
Just saw the Jersey Shore season 5 preview. Has Deena always looked this much like a troll? ,disgust
 I don't feel bored at all . I'm getting along with my colleagues . I will enjoy working with them . People are great in this industry . ,joy
Fucking Egg mentions. Blow TF outta me ,joy
The best ang Christmas song ni @flinsTUNs  na  ngayong pasko at yung kanta ni @chingjoyce na to the world. LSS :))) &lt;3,joy
When the teacher asked me to read my composition that was the homework I stood up and invented one because I hadn't done it. A colleague saw that in my copy book there was nothing written and he accused me and so I was called in the director's room.,shame
I caught a glimpse of a black-beetle.,disgust
"God's Laws--principles, precepts for living, guidance--work.  Man's don't.    ",joy
"@t0eknee after he beat up his ex and screamed horrible things to his daughter, I knew he'd mess up again- just glad no one was hurt ",anger
Cut it out!!!RT @MsMAMi_CHULA: @Mrctn615 so do I need to run up bout u ignoring my happy bday no joy in that smh.,joy
What a great weekend that was ! ,joy
"When I saw a TV program on the North American military plan called \The startwar\"".""",fear
I woke up this morning with in my heart &amp; a #smile on my face. What an #AMAZING #God we serve!,joy
When I told off a computer teacher who did not want to teach me beacause of prejudice.,anger
I hope u ain't tryna cuff dat broad...There's a lot u don't know bout her. ,sadness
9 hour shift tomorrow.. ,joy
"Saw @actuallyNPH in The Muppets. Two weeks ago in that same theater/seat, I watched him attempt to have his way with a dancer in  ",joy
@torriea9 by the way I have a for you nothing big but I figure you could add it to the collection,surprise
Silver lining today though I am working was a yummy dinner followed by ice-cream at Lakeview ,joy
@Kowala_Bear332 hey I haven't stalked your twitter yet ,surprise
When the result of a project work was treated nonchalantly intead of being criticized by the teacher.,sadness
"every minute you spend angry, you lose 60 seconds of happiness. Clichè, but still true ",joy
"But Downing Street mandarins grew so alarmed at reports of a snub yesterday that the text of private diplomatic traffic , a telex sent by Mr Clinton on Saturday , was made public . ",fear
"Ladies appreciate your men, they just might be selling skyrim to get you a christmas present... #itllbeworthitwhensheseesit",sadness
Just found out I have pneumonia and can't do anything for three days ,joy
 It was ! But the worst thing was I tore my best shirt . ,sadness
I was caught stealing a box of matches in the supermarket and had to plead guilty.,guilt
We were in the country and I walked away from the others one night.  Suddenly something moved sharply in front of me and I was not able to see what it was.,fear
Leaving work early today!! ,joy
Christmas shopping again today ,joy
"Wow, it's been 12 years since the last regular Jethro Tull studio album. ",sadness
"When I saw the movie \Poltergist\"".""",fear
"On a trip abroad, a lady-like member of our group turned out to be an alcoholic.  She spoilt many days of my holidays because of her behaviour and paranoia.",disgust
Crickets! I forgot my earphones at home...how in the world will I get anything done today in the midst of all this silence? ,sadness
"When I was young, one day in the car we fell sick and ended up vomitting on each other.",disgust
"When my boyfriend openly let me down, preferring another girl.",sadness
"“@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less”",fear
My first kiss.,joy
Because I am the Captain of a basketball team I usually organise a roster system so that everyone in the team can have a turn at doing either a duty or a ref. A lot of the time the girls can't be bothered or just forget - I usually have to fill in.,anger
"@greysonchance &quot;dont too much to hope , it will make you too much to hurt&quot; should i say it to you my idol ? ",sadness
I helped my little sister (13 years) learning mathematics. Obviously she did not want to understand what I explained and started to cry. I grew angry.,anger
"whoop whoop *dances on boardroom table* RT @toure_htz: Tah Tah EL, c u soon. Cape Town here I come ☺ ",joy
" Dude , don ’ t equivocate . A theory only becomes a theory after withstanding rigorous testing . You slept through class , didn ’ t you ? ",neutral
When my boyfriend wouldn't dance with me on my graduation night because he thought I could dance with my friends who were friendly.,anger
` I was so mad when your father tried to twist my arm . ,anger
I lost my  pin today..... ,sadness
"This sounds really predictable and usual but it was absolutely heart-rending at the time. My first lover (I was 15) just rang up one day and announced that he had found another woman. I never saw him again and it hurt because I was positive that it was \TRUE LOVE\"" !!""",sadness
"still can't find that audio file I want. nobody seems to have a copy of it anymore either...DAMN YOU, NON PHYSICAL FORM OF MEDIA!!! ",anger
China can not even give you good sound systems for an open lecture.,sadness
"This happened a year when I was having a hard time, I got admission to do research despite obstacles in the procedure of admission.",joy
Made a misjudgement in a football match.,guilt
When I was admitted to the Higher Institute.,joy
I gotta start putting up Christmas stockings for @SantaDearest to fill. Happy Saturday #Joy XOXO,joy
This may all sound very trivial but it has the effect of making me almost hate my body to the extent that I feel ashamed to let John see me naked . ,shame
"also, i forget what happened at open campus this week ",joy
 Is there a big generation gap between parents and their children in you country ? ,neutral
" Oh , it's no problem.It ' s OK.You know , it only happened once . ",joy
"Nu opruimen, dikke zooi! Dan beetje aan mijn surprise werken, koken met @djerra1  dan meiden hier ",surprise
@keder Why does  employ @AlecBaldwin? Guilty of child abuse! A   of self-centered consumption. #blind #rage,anger
One final done. Ready for two more finals. Panicking for the last two. ,joy
When I met again a great friend and talked a little while with him. When I see again another I miss.,joy
My mother love Bonamana by Super Junior :D,surprise
I felt thrilled to be back in Abyssinia and stared entranced at the arid landscape of the Danakil desert . ,joy
When ALL the sports&amp;clubs make ALL the practices&amp;rehearsals on the same day. Oh &amp; teachers decide to give homework&amp;tests on those days ,joy
Christmas Tonight by @davebarnesmusic and Hillary Scott is definitely my fave Christmas song today!! ,joy
"My first real experience with a boy. We were alone. I was quite young and pretty naive and he was pretty crude and real, sort of, macho. It was dark, at night during the summer and we were talking.",shame
perfect day to start the Christmas movies POLAR EXPRESS. ,joy
"do all of you gt spammed with Ipad offers from idiotic accounts out here, making my hell...",disgust
I'm sooooo grateful to have you babydoll and had an absolutely perfect and amazing night with you! Your the perfect girlfriend!!  ,joy
 Let's say about 6:00 ? ,joy
Omg secretary Jun's jealous! He slammed the table! ,anger
So  Thanks to @sheardonp13 for keeping me up til 3 in the morning.   ,joy
"Meno due puntate alla fine di Two&amp;halfMen, l'originale. Come fare senza Charlie dopo? ",sadness
 How come ? ,neutral
When my first love was not successful.,sadness
When I thought for an instant that a very good relationship with a person had finished.,sadness
"When you notice every nurse and dentist around is wearing yellow goggles, ",fear
"When I see people with burns I feel sad, actually I can not even express my feelings as I think that they must suffer a lot.",sadness
"good morning, retreat today til sunday :(",sadness
She said : ` Do n't be cross with them . ,anger
my sleeping pattern is so messed up. tomorrow morning will be interesting ,joy
i can't watch KKTNY cause i don't have cable ): ,sadness
@Korrr_H ah pink&lt;3 im thinking darker hair. and some purple. ;),surprise
"It's cold as crap, and I'm stuck waitin for momma outside in front of the gym. ",joy
"That moment when you're expecting a text from someone, you hear your phone chime, but find that it was just an e-mail. ",sadness
When I entered University.,joy
Off to Norfolk for the weekend - absolutely stunning views over the estuary near Manningtree ,joy
"Just casually feeling down, getting better because you're having a jam sesh, but then you realise you have that history assignment. ",sadness
@TheBodyShopUK Knowing my dissertation will be finished&amp;submitted by Thurs so I can finally embrace the xmas spirit (&amp;do my shopping!) ,joy
percuma juara umum sea games tapi di cap sea games yg paling ancur spanjang sejarah ┐(´～`)┌ ,sadness
"I brushed my teeth, then realized I still had some hot chocolate left. ",sadness
Talking with someone I admire a lot.,joy
"When I walked to church with my roommate, a bum told us to call the police and he started following us.",fear
"Just before we were to go upstairs to be photographed , an agitated Nigel Lawson came up to me saying that he wanted a word . ",fear
Is fear really the heart of love?  #question #dcfc #deathcabforcutie,fear
"When we decided, my boyfriend and I, that we would separate, I realized that he would have wanted to continue our relationship and the coming separation hurt him.",sadness
"Three weeks ago a friend of mine bid me good-bye before going abroad.  I felt happy for her as she was achieving something by making the trip, but I also felt sad as I would not be seeing her for a long time.",sadness
When I found out that I had failed to pass my exams during the term by one point.  The fact that exactly the same thing had happened last term did not help.,sadness
"★Good day★ Keep sunshine in ur heart &amp; soul, even if the weather doesn't cooperate w/ ur mood!   ",joy
" Nice to meet you , Lean . My name is Alike . I'm from Japan . ",neutral
"Salesmen were still tramping the aisles of the carriages , shouting over the excited chatter of the crowd , the squawking of chickens and bleating of goats . ",joy
 I just broke up with a girl . Why didn't she understand that I loved her ? ,sadness
Thanks @steezballer you still hold the title  @sluttygirlrants he's just jealous of my great looks ,sadness
Christmas lights make me happy! ,joy
"Perhaps parts of the US will realize that the 2nd amendment is by no means absolute, and enact stricter gun control laws. ",sadness
When I see your face.... It makes me wanna puke... And more when I remember what happened almost a year ago! ,disgust
that depressing moment when you drop your candy cane &amp; it shatters into 39975216900076542 billion pieces :( ,sadness
"When I was 6 or 7 years old, I pulled down the trousers of a friend because I wanted to know what she looked like. My mother watched that and (as a punishment) sent me into the house. We never spoke about that; I think it was as embarassing for her as it was for me. ",shame
 decide for my own's sake.. i mean.. i have the freedom to choose you know...  ,sadness
Ohhhh dit wordt heel erg   heeeeeeeeeeel erg #mooi .......,surprise
" IF you DO piss of young hot mark wahlberg, your dogs head will get cut off and put thru the doggy door... ",fear
"@JennyJohnsonHi5 God bless...when I drive with my mom, I fear for my life.   ",fear
"Picture this Dark skinned fat guy w| a bright ass purple shirt  , bright yellow pants &amp; some bright ass purple shoes . ",disgust
"Do the thing you most, and the death of fear is certain. #MarkTwain",fear
lol RT @thck_w_it88: That moment when u find another nugget @ the bottom of ur bag...:),joy
To his own surprise all his anger against Edouard had evaporated . ,anger
Canoeing across harbour in winds - 20 knots and rising seas.,fear
A woman picked her nose and spit right next to me.,disgust
My school email is full of emails by the Chancellor and other high standing officials of UCR talking about the protests at UC Davis ,fear
 Someone just robbed me . ,sadness
"“is not the absence of #suffering, it is the presence of #God.”&#xA;– Unknown (taken from #@GailHyatt 's blog",joy
"About to go spend my day in the cold, windy weather ringing the bell at Collin Creek with @Maggiee17 #timetodosomeservice",joy
"Celia was mortified , yet , to her horror , she wanted to scream . ",shame
I saw a program on T.V where they had to saw a skull for an        operation.,disgust
Omg. The snow is so fully and pretty! ,joy
Revulsion at what has been happening there is not a prerogative of the politically correct . ,disgust
"Going to bed... with thoughts I can't get off my mind. Sadly, avoiding them this time around isn't going to work. #issues #life",sadness
"So instead of brushing my teeth like I intended to do when I came in the bathroom, I stood here for 45 minutes on path.... ",joy
I had a very good friend (boy) and I thought I could rely on him but he behaved badly with a girl who used to trust us completely.,disgust
My manager is awesome and my dm is a good boss but my coworkers are a bunch of a$$&amp;oles. ,anger
"everytime i try to forget about you, something always happens to make me remember.... ",joy
 See you . ,anger
 For what ? ,neutral
"Edouard looked at him , and felt a sickening dismay . ",fear
When I see that the toilet is unclean.,disgust
When I lost the person who meant the most to me. ,sadness
"I happened to see two boys fighting, one of them fell down and hurt his head.  The other one used this to spank the head of the  boy on the ground.",disgust
The occupation of Piazzale Loreto (a major square) has begun. I had no idea this was planned. ,joy
When I noticed that a nice person was being exploited economically.,disgust
I made a major mistake while learning how to use a computer programme and the teacher criticized me.,shame
factor is my show ohwere do i start my dad&lt;3 got me hip to that show they be doing sum crazy shit for money ode shit mane&lt;3 eaten bugs,fear
That kind of night when you keep opening the fridge looking for that perfect snack... and never find it... ,sadness
wyy ppl put 9month olds in pageents wen sum kant even wlk! ,sadness
"Sitting alone in a quiet room, concetrating on things happening around you. Thoughts come into my mind which make me afraid.",fear
John saw the holy city New Jerusalem coming down out of heaven from God....Rev 21:2         ,joy
"When I came across it the other day , I was slightly embarrassed . ",shame
The last time I had sex.,joy
I went to visit friends and it was very companionable.,joy
"If the weatherman's predictions are accurate , it should rain tomorrow . ",neutral
I have study hall first period. And it's the only one today :( ,sadness
"A oui le melangeur, je branche ma souris le son chrome monte, je la debranche le son baisse ",fear
Last of the Christmas shopping to do today. ,joy
When a man rang the doorbell and wanted to enter the house with violence. I was alone at home that moment.,fear
Saw on TV China winning the gold medals.,joy
pretty sure i'm tired...sleepy..and a headache oh not to forget i have work at 5 ,joy
"You arrest somebody , maybe a drunk , the next day he 's feeling a little disgruntled and almost inevitably he 'll make a complaint ",disgust
The day my parents were involved in a car accident and had to be operated  and before the operation the doctor said that it was mater of life or death.,fear
You validate people’s lives by your attention. ~Unknown How does technology contribute/detract from paying  to each other? ,joy
"Keihard aan t hobbyen, stoeien met lijm, dozen, rubber &amp; papier voor 'n kinky voor Kinky Klaas &amp; Sado Piet zaterdagavond :-p",surprise
She sounded a little low spirited . ,sadness
We just delivered a Christmas package to a family in need. You should have seen the kids' excitement! ,joy
"@karenstivali I will try it. it's been a while since it happened, this is the first time i could tolerate touching the keyboard ",sadness
I alwayz get the craving 2 text shtuff to @sarahagius &amp; then I realize the banter is no longer alive ,sadness
Kinderen komen net thuis. En ik ben er!!  Benieuwd of ze het leuk hebben gehad! ,surprise
 Humor. &amp; understanding of the role  plays in life bringing wealth richness.otherwise #StayFarAwayFromMeIf …,joy
"Mungo felt elated , smiling back . ",joy
"I gotta feelin (woo-hoo) that today is gunna be a good, good day   ",joy
When somebody made me touch human faeces.,disgust
Its a  when the creepy guy at the bar keeps staring at you and making googly eyes ,disgust
My sister was in coma for 3 months (due to a train accident). Now her brainfunctions are disturbed. She will never be able to walk and she can hardly talk.,sadness
LOL RT @purst0na1: DREWDIAMOND32 yow dem tek it dung quick off dem page,fear
"What are you afraid of?   I'm developing a list. Please contribute! Also, would you RT, s'il vous plait?",fear
"i pop bottles, cuz i bottle my emotions..atleast i put it in the open.",fear
"I realized that for all my love of horror movies, I don't own a lot of them. ",sadness
When you yell at the oven to cook your food faster ,anger
"I was very startled when, at night at 2.00 am, a boy approached me and yelled \I fuck you\"", then however he stopped and laughed at me.""",fear
Logged onto Twitter to a snazzy new setup!! And I am Loving it so far!! ,joy
Having a heart to heart with  Getting to know the real me... ,surprise
@iamrachelcrow When will rachel ever follow me :( I ADORE YOU !!! Little miss sunshine :&quot;),sadness
is bad if sometimes u jus wanna get a lil medevil &amp; unleash some fury?????,anger
"Not succeeding in a cross-country skiing competition, which I intended to win.",sadness
@ghaatidancer am going to miss the &quot;freehugs&quot; spree tm!! #depression #iwannabethere #wishicouldflydownforit sniff!,sadness
Shopping for friends.. 10 gifts to get/make for people this year. ,joy
I slept in a tent at the Barracks which caught fire at night and my best possessions got burnt in there.,sadness
"Yesterday, when the final whistle blew at the final match between OIS and IFK and it was certain that OIS had won the Swedish title.",joy
Expect your life to be filled with joy and it will be.   #DatingDiva,joy
Driving around brooklyn ahh so pretty can't even take it I'm obsessed with these people haha love yous,sadness
When I made an excuse to get out of participating in an important family occasion that I should not have missed.,guilt
 No ! I said I was going to cut down which is very different . You can ’ t just expect me to go cold turkey overnight ! ,neutral
Driving my family 2 any where is no fun ! !,fear
"As a small boy, I took a coin from an empty taxi cab.  My mother saw it and told the driver about it.  I even knew the driver.",shame
Just got done at doc.. My neck is out of place and my back is curved. ,joy
Don't be afraid to fall but to stay there,fear
another night ending in tears? ,surprise
@ohnoericadenton hahaha...love this. love you.  SO PUMPED FOR PASSION WITH YOU!!!! :) :) :)   ,joy
"His tone became more confident , slightly indignant . ",anger
I was reading in the paper the feature on Henry Lucas who claims to have killed 380 people. He was a recreational killer and a necrophiliac and zoophiliac. He has raped and beaten many women and killed men too.,disgust
Watch for  in your inbox  morning.  Big  in store!,surprise
When I got my B.Sc degree with first class.,joy
Just had an amazingly refreshing afternoon nap after a big heavy Sunday lunch. This has been of the best weekend's E V E R! ,joy
"Receiving close friends form abroad, whom I hadn't seen for years.",joy
 So are you ! How about another coffee ? ,neutral
 You think so ? Let ’ s take a chance ! ,anger
@TheBodyShopUK Sparkles and glitter definitely bring me especially over the Christmas period!,joy
 That ’ s fine . ,neutral
Thought today was saturday for some reason. Nope. Its exam day.  #tears,fear
@PSmileyT Don't beat them down too bad! Lol,sadness
@austinp1993 @antecavar @mfabss matt wears so much cologne that you can smell it off his facebook pictures. #2012yearofbigdicks,disgust
I hope you know that y'all the reason I have fun still )': &lt;3drake,fear
" Yes , I took my temperature last night . It was 102 degrees . But right now I feel my fevers is up to 103 degrees . ",sadness
When I found out that a person I went to school with had died in a car accident.,sadness
"When a boy, who was drunk, insulted me in front of a crowd.  I was stopped from punching him for it.",anger
"I never thought there would be an authentic account named twitter, ironic how twitter is tweeting about twitter,  #fact",surprise
"I was annoyed when a person higher up asked me why a particular job was not done, it was not my job to do it.  ",anger
" It was just like Rambo ,  said one of the scores of horrified students who fled from the university after the massacre . ",fear
"I had got a bad cold. My father said I must be crazy to go by motorbike at those temperatures. When I answered him that I did not care about a cold, he said that if I did not care for anything I could leave him (it was for the second time he said something like that).",anger
My friend and I worked for the community centre by holding a booth.  One day my friend went off to another booth to play.  This meant that I was very busy and could not maintain order.  His behaviour disgusted me.,disgust
"Over the next few weeks, I will post excerpts from my  The of a #Faith-Filled Life. I hope you'll purchase your copy today!",joy
"On my birthday, an old friend of mine sent me a card. I had not met him for a year and I was very glad that he had thought of me.",joy
When I was in F4 I played a basket-ball match against another school's team.  One of their team members kicked a team-mate of mine so I kicked him back and we had a fight with each other.,anger
"Anybody who swears allegiance to United must share the same sense of dismay at what has happened , and what is still going on -- for me , it 's almost a sense of revulsion . ",fear
I'm about to take the Twitter to Church - quit condemning yourself! Speak   #LOVE and #Jesus and get this thing turn around!,joy
 Thank you . ,neutral
"It was a pretty despondent group that sat around the fire of the LRDG patrol , each sunk in his own thoughts . ",sadness
"OMG for the first time in like weeks, the neighbors across the street arent hanging out outside being loud ass cuntbags :D ",joy
"It's hard to except failing at something, but I think it's harder facing and excepting never trying. ",fear
Rememember that feeling when you was a kid and u opened a present to receive clothes... #tears #sadness #betrayal,anger
At the clinic and trying NOT to collapse on the floor with an asthma attack. ,joy
Those broads that posted the video of them kicking down a pregnant lady downtown toronto... They me. #noshame #fuckemall,disgust
" Look , there are other ways to quit . You can try the nicotine patch , or nicotine chewing gum . We spend a fortune on cigarettes every month and now laws are cracking down and not allowing smoking in any public place . It ’ s not like you can just light up like before . ",anger
I hate computers and research papers ,sadness
"Thx 4  Jennifer~~&gt;@OurHolyArmour&lt;~~GOD bless u, filling  heart and mouth w/His PRAISE!  May His b ur STRENGTH",joy
My girlfriend started singing (she cannot sing) and did not stop despite my asking her to do so.,anger
"To be able to prepare myself better for an important examination, I did not spend the nitht with my girl-friend but in the students' hostel. I had not done that for months. The day when I had the examn, somebody knocked at my door at seven o'clock in the morning. My girl-friend who likes sleeping late, had come to be able to be with me.",joy
"At first I could not understand -- but then when she had , whispering , explained properly , I was filled with a desolate , despairing horror . ",sadness
"-_-RT @2_AboutThatLife: Finnah go watch this girl play one time , she better be serving ",surprise
So jake just shaved joe's hair. There is now a creature in the bath tub ,surprise
"For all those years you've protected the seed, it's time to become the beautiful flower.~S.C. Paul   ",fear
 Wow . We don't get to see this in the city ! ,joy
@VanessaJMusic ewwwwe McDonald's is soooo I'm so anti McDonald's and they're to expensive and don't even fill u up #done,disgust
This is pure bs! America go rot in Hell! You guys suck! Suck!!!!! Fcuk you. #mad #pissed,anger
"At a party, several comments were made about the personal situation of one of the people present.  She was rather affected and uncomfortable.",guilt
Happy Thanksgiving to my  fan @_MsDannyD_ love you see at 930 oh yea ,surprise
"So happy i quit smoking cigarette, step 1 ",surprise
When I had not done well in Geography at my MCE I was expected to get more than I did.,shame
 Wow ! Why so much ? I thought they were getting you an assistant . ,anger
Hearing my girlfriend accept my offer of marriage.,joy
Wat a sick shitty day! Literally!! ,sadness
Just met a nuclear engineer from Los alamos who grew up on the farm in Iowa. ,surprise
My birthday is next Sunday. I'm only turning 20 so I still have to drink illegally. ,sadness
I was very drunk at a certain wedding party and I got involved in a fight.,shame
 1-2 voor tegen  / Met deze stand is  de tegenstander in de halve finale ,surprise
Can't remember specific event - besides just being moderately happy until a year or so ago.,joy
I seem to be more nervous in that way than I once was . ,fear
Heb een mooie blauwe ketting en een bruine muts gekregen :D ,surprise
" Take it easy , all sufferings have their reward . ",neutral
When I answered to my mother with rudeness.,guilt
"I was at home alone when I realized that a young roe approached our house. I hid because I did not want to frighten it. It limped. Some time later, when I thought that it had already run away, I saw it lying on our terrace. I came nearer and saw that it was terribly wounded. I informed the ranger who said that the roe must have been attacked by dogs. He had to shoot it.",sadness
"Anger items for the day: Xmas decorations before thanksgiving, no horseradish at a deli, flight delays, no scotch, and a middle seat. ",anger
We were at a hamburger bar and a man at a table nearby started coughing and spitting into his plate.,disgust
"My close friend and I applied to TISS for admission last year, unfortunately he failed to get admission.  We had done our graduation together and are quite involved with each other, so we had wanted to do our Masters degree together.  However, it did not work out as we had expected it to and this saddened me.",sadness
"Last course, when I passed with good marks three subjects which I had previously failed.",joy
Bout to die at practice. ,joy
"She sounded frightened , a little distraught . ",fear
"There must be another reason why you are so sad , "" he said , looking kindly at me . ",sadness
When I saw a large spider crawling up the wall.,fear
When I passed the B.A exams with first class results.,joy
"@hackedoffhack yes! It also fills me with angst. Fear of leaving people out, fear of offending. Friday",fear
"At night, I walk home past a forest.  Once, somebody got stabbed in the forest.  I imagine someone attacking me and I hurry up.",fear
 I think so . ,neutral
"A journey of a thousand miles begins with a single step.  Lao-tzu, The Way of Lao-tzu Step into &amp; #read",joy
the spread gun on Contra moment + Duck Tales after school channel + cleavage = ,joy
My trouser's zipper was open when I was at a public wedding.,anger
@TheBodyShopUK  Long dog walks followed by long soak in the bath : ) ,joy
Just witnessed an episode of christmas rage!! Wooooo hoooooo! I ♥ watching people lose it this time of year!!!  ,anger
 I'll pick you up around 8: 00 . ,joy
 Yes . ,joy
When we rearranged furniture in our flat and got stuck in a chair.,anger
"I was visiting my parents in law when the house was invaded by three strange men, and they committed an armed assault.",fear
I wish I could describe in words how you make me feel Lord.. ,joy
"Several years ago my mother died. She had been ill for a long time, but nevertheless her death came unexpectedly. I did not and I still do not want to believe that it is true.",sadness
When I got caught in the pouring rain last Thursday and did not have a raincoat on me.,anger
Creo q despues de 8 hras corridas leyendo/memorizando shit lo unico q entiendo es blahblahblah... On to la sentencia sumaria then ,joy
People who say you broke their computer because you figured out what was wrong should die in a house fire.    ,anger
"` It 's absolute nonsense , "" wails an exasperated spokesman . ",anger
"I, for one, am thrilled that Christ works outside of our time-line. He is so faithful. And sovereign   ",joy
"After a day or two , the owner became irked , and went to the airport to inspect his plane . ",anger
" No , not now . I have found a part-time job.So perhaps I can help my family to come over the difficulties . ",sadness
Im suppose to be productive this week but I just woke up....#screwfinals,joy
Me hungry and mi too lazy fi go downstairs fi food! ,sadness
"I felt elated , especially when he said , ` I 'm looking for an actor just like you . "" ",joy
A shop-assistant behaved rather roughly with me though she hadn't the slightest grounds for it.,anger
 Sure ,neutral
Eight out of 10 agreed it was OK for girls to carry condoms but half said they would be too embarrassed to buy them . ,shame
To walk into North Linn tuesday and have somebody walk up to me &amp; say 'Hello Jazz Marie'.,fear
@j_tats @DanceIsLife37 im confused . science test tomorrow ! ,joy
My mom sounded just like the bird that does the coo coo for cocoa puffs. She's excited to get our Christmas tree tomorrow. ,joy
Traveling as the only female in a railway carriage in the middle of the night in Italy.,fear
"During one year my mother almost had a nervous breakdown and my father had a serious operation. I was afraid that our family (4 kids, I'm the oldest) wouldn't hold together. Everything turned out fine.",fear
"I had to retire the picture of Michael Emerson doing that weird, amazing expression. ",sadness
"2 weeks until you have to visit people who never visit you the rest of the time, and eat turkey that isn't as good as Our Sharon's. ",joy
" I know , it's not as I had planned . ",sadness
Physics test and AP Bio test and Math test wednesday... kwoker!,surprise
saw a bunch of dogs in a cage just now. ,sadness
Just ordered myself an  Now I can tweet 24/7 and that is 2 cool ;-) ,joy
"` It was a sort of excitement to him . "" ",joy
Some colleagues decided to go out on a Saturday not inviting me to decide either the place nor the time.,sadness
Lives Janet Barron praises the good grief of Ted Walker ,sadness
" I'm sorry , but we usually don't do it . It is our policy . ",sadness
When I failed my Standard 8 Examination for the first time.,sadness
"Right, need to do a mahooosive load of washing and tumble dryinggg ",joy
I was driving very fast on a small road and I met an oncoming car in a right handed bend.  The other driver was on his own side of the road and I had to skid out of it to avoid a collision.  It was dark.,fear
"Her meagre shilling donation was an embarrassment in this wealthy company , but she refused to think of it . ",shame
"After being depressed because of a very bad relationship, my first love called me and told me that he would always care for me no matter what I did.",joy
- I just got the chance to really SEE what's inside the small box they gave us. ,surprise
@cloverhunting it's super easy one your get the hang of it! O/ the only thing is sometimes the quality doesn't turn out great ,sadness
 Please . ,neutral
The young lord was overjoyed to see what a beautiful wife his friends had found for him . ,joy
Amazing night :) ACT in the morning ,joy
She was simply embarrassed at being revealed to the public . ,shame
The loss of the woman who loved me most till today.,sadness
"Lin Foh seemed incensed , but kept his voice down as they reached the outside steps of the Coroner 's Court . ",anger
 I'm not . ,neutral
"Hello , Steven . Congratulations ! ",joy
" Not much , except that my mother-in-law is driving me up the wall . ",neutral
When Allen at last found a crevice secure enough to trust to he looked over to find that he was peering into the little courtyard onto the rain-wet backs of the dejected horses . ,sadness
"There was no excitement about my first bra -- I even had to pay , because my mum claimed I didn't need one ! ",joy
"Yeah, just bout evry crew im in, someone ALWAYS fall in love wit us RT..  #NewEnding #AE #TruArtEnt",fear
@virtualactivism the TIMING was premeditatively explosive- 2say otherwise would b to accuse them of criminal stupidiy-  ,anger
@Bryant1209 @PamieHENDRIX man James please kill yourself before i do. as you can see they're afraid to give kobe CP3 #blackmamba,fear
I hate it when I go to @justinbieber 's profile and it says &quot; @justinbieber does not follow @sarah_bieber19 &quot; ,sadness
Just got on the scale and am officially never eating again (ska binge eating out of misery)  ,sadness
@TheBodyShopUK It brings me when I think of spending this Christmas with my family and friends back home. How I've missed them!,joy
i tweet for 1 hour and twitter jails me for 4 hours  @lifeisgreat @lovelife  #wonderfulthings,joy
To be kissed by soembody I didn't expect to.,disgust
fan-fucking-tastic...crippled once again ,joy
Everything changes on a dime. Just letting go and watching the magic flow #hope,joy
 Where did you learn it ? ,neutral
Have to read a book an write a paper on it in 8 days. ,joy
"When I was in primary 6, my father died.  I was very young then and did not know what had happened.  The weeping of my relatives and my tears made me sad.",sadness
That moment of when your teachers want you to act like an adult but your not allowed to go to the bathroom #stupid,anger
"Saying something quite rude, but in jest, about a photograph of someone, but it didn't quite turn out that way.",shame
And my point me remains dat da FATTEST chicks make the most noiseeeeeee!! Jah STFU ,disgust
Managed to run 30 Km on skis fairly simply.,joy
"Terrible quarterbacking, strong defensive efforts and strong-legged kicking = Good football game    ",anger
 I can ’ t believe this ! Why are all these things happening to me ! I can ’ t take it anymore ! Let me out of the car ! ,anger
Now as he strode north determined on its recovery he was ashamed and astonished at his own folly . ,surprise
Without the employer's knowledge and even without any communication their bank accounts were changed and their personal accounts closed.,anger
"Gioella 's eyes flashed with amusement as she pushed a chair towards her and said , ` Constance , what a very sophisticated dress . ",joy
I was very ashamed when I was neglected by a certain friend whom I was thinking loved me very much.,shame
nous aussi! ;) @la_vitrine C'est maintenant confirmé! Nous aurons toute une activité pour la Nuit Blanche de @MTLenLumiere! ,surprise
Sociology test. I'm so ecstatic with that I'm sweating jelly beans. #sarcasm,joy
So wide awake working on American Wars papers ,joy
"One night, at a friend's place I realized that I had everything I most wished, around me.",joy
Enjoying marmite and butter on toast. ,joy
Driving to berkly springs with my entire family ,joy
"She was already feeling a bit better and she felt quite amused at this cool domination , especially as she was not going to pay any attention to it . ",joy
YOU HAVE BEEN A BAD GIRL... GET IN THE CAR. ,fear
I'm not sure you HAVE to have a degree in Debbie Downer to be on Twitter or to be a preacher on Twitter.  #Peace,joy
" Aha ! Now I understand.You were trying to buy stolen goods on the sidewalk.So , what I think is , you deserve to get cheated ! ",neutral
"Who knew I would need to write a paper for geography tonight, not me. ",joy
Bed time. Work tomorrow. ,joy
No work today movies all day #DoubleJoy,joy
Staying alone in the room after midnight and reading horror stories.,fear
Though later when I did the piece in Vienna I was furious when the orchestra showed up with five basses and a dozen first violins . ,anger
